Name,Diameter,Lat,Lon,LonE
Curie K,11100,-23.73,92.95,92.95
Posidonius A,11100,31.69,29.52,29.52
Purbach D,11100,-22.88,-1.57,358.43
Snellius Y,11100,-25.74,52.21,52.21
Liebig A,11090,-24.28,-47.75,312.25
Poisson B,11090,-30.85,10.88,10.88
Regiomontanus F,11080,-27.83,-2,358
Fontenelle F,11070,64.41,-28.21,331.79
Goodacre K,11070,-30.94,13.41,13.41
Vlacq H,11070,-47.95,34.88,34.88
Dollond,11040,-10.48,14.41,14.41
Pentland E,11040,-68.09,13.35,13.35
Saenger R,11040,3.4,100.64,100.64
Messier A,11030,-2.03,46.94,46.94
Piazzi F,11030,-35.7,-61.16,298.84
Struve C,11030,22.86,-75.4,284.6
Capella G,11020,-6.86,36.92,36.92
De Sitter X,11020,80.18,54.12,54.12
Purbach J,11020,-27.51,-3.97,356.03
Ramsden G,11020,-35.35,-31.67,328.33
Lame H,11000,-15.91,68.32,68.32
Pontecoulant M,11000,-60.91,74.47,74.47
Grimaldi S,10990,-6.35,-64.88,295.12
Natasha,10980,19.98,-31.16,328.84
Condorcet U,10970,10.08,75.4,75.4
Dubyago V,10970,5.89,69.81,69.81
Endymion F,10970,56.52,63.6,63.6
Bailly N,10960,-60.53,-63.68,296.32
Fourier B,10960,-30.54,-52.21,307.79
Philolaus E,10960,69.64,-18.79,341.21
Hainzel H,10950,-36.97,-33.17,326.83
Erlanger,10940,86.99,28.62,28.62
Vendelinus Y,10940,-17.58,62.24,62.24
Nearch E,10930,-61.51,33.95,33.95
Vitello B,10930,-31.17,-35.45,324.55
Sasserides H,10920,-39.27,-10.94,349.06
Billy D,10910,-14.86,-48.39,311.61
Rabbi Levi D,10900,-35.44,22.83,22.83
Schiller A,10900,-47.18,-37.65,322.35
Becvar D,10890,-1.81,127.41,127.41
Manzinus S,10880,-66.46,27.29,27.29
Blancanus K,10870,-60.53,-23.36,336.64
Desargues C,10870,69.67,-78.83,281.17
Hipparchus K,10870,-6.97,2.16,2.16
Poisson D,10870,-31.44,7.68,7.68
Riccius P,10860,-35.73,28.04,28.04
Gartner M,10850,55.53,37.03,37.03
Berzelius F,10840,32.85,46.02,46.02
Borda H,10840,-26.74,46.59,46.59
Lyot B,10840,-50.51,81.9,81.9
Gambart B,10830,2.16,-11.59,348.41
Boole D,10820,64.01,-83.38,276.62
Eichstadt H,10820,-19.08,-79.99,280.01
Hecataeus N,10820,-20.91,80.94,80.94
Brenner R,10800,-40.79,38.27,38.27
Apollonius N,10790,4.75,63.77,63.77
Capuanus B,10790,-34.32,-27.73,332.27
Nicolai L,10790,-44.29,25.7,25.7
Philolaus B,10790,69.71,-24.47,335.53
Cuvier P,10780,-50.12,12.66,12.66
Maginus O,10780,-50.66,-12.65,347.35
Drebbel D,10770,-37.95,-49.36,310.64
Bohnenberger P,10750,-19.25,41.47,41.47
Krafft M,10750,17.79,-75.61,284.39
Louville DA,10750,46.58,-51.72,308.28
Neander D,10750,-26.58,42.41,42.41
Rheita L,10740,-37.69,52.99,52.99
Wurzelbauer E,10740,-35.7,-17.24,342.76
Avery,10730,-1.32,81.37,81.37
Naumann B,10730,37.46,-60.7,299.3
Reichenbach H,10720,-28.88,49.61,49.61
Reichenbach K,10720,-28.88,42.39,42.39
Santbech N,10720,-20.83,39.66,39.66
Saussure E,10720,-44.67,-2.16,357.84
Dubyago T,10710,4.87,72.27,72.27
Hecataeus J,10710,-22.47,80.9,80.9
Wurzelbauer G,10710,-34.62,-18.63,341.37
Neander A,10700,-30.95,39.58,39.58
Argelander D,10690,-17.64,4.44,4.44
Ideler A,10690,-50.21,21.93,21.93
Plato H,10690,55.17,-2.03,357.97
Cleomedes B,10680,27.15,55.89,55.89
Geminus M,10680,31.88,48.5,48.5
Maginus L,10680,-49.26,-8.98,351.02
Cuvier O,10670,-51.78,12.05,12.05
Alpes A,10660,51.39,-0.3,359.7
Carlini,10660,33.75,-24.12,335.88
Cavendish A,10660,-24.02,-52.83,307.17
Macrobius C,10660,20.84,45.03,45.03
Tycho J,10660,-42.58,-15.42,344.58
Schomberger F,10650,-80.18,20.17,20.17
Arnold G,10640,67.39,31.45,31.45
Proclus L,10640,17.02,46.35,46.35
Thebit L,10640,-21.47,-5.37,354.63
Noggerath M,10630,-44.08,-46.68,313.32
Fermat B,10620,-23.08,21.09,21.09
Jenner M,10620,-45.85,95.69,95.69
Endymion W,10610,52.76,69.54,69.54
Lagrange H,10610,-29.48,-66.3,293.7
Reichenbach Q,10610,-32.4,50.16,50.16
Metius D,10600,-42.66,48.48,48.48
Cusanus G,10570,69.93,77.01,77.01
Hedin C,10570,4.33,-84.69,275.31
Hyginus N,10570,10.55,7.43,7.43
Laplace D,10570,47.27,-25.58,334.42
Maurolycus M,10570,-41.94,12.53,12.53
Barocius H,10560,-46.71,21.63,21.63
Bohnenberger W,10560,-18.25,41.1,41.1
Fabbroni,10550,18.66,29.27,29.27
Lubbock D,10550,-4.58,39.17,39.17
Condorcet M,10540,9.07,73.12,73.12
Lepaute K,10540,-34.39,-34.01,325.99
Lohrmann F,10540,-1.39,-69.23,290.77
Doppelmayer H,10530,-28.85,-43.36,316.64
Crozier H,10520,-14.01,49.38,49.38
Palmieri J,10520,-33.68,-49.42,310.58
Hagecius M,10500,-60.18,52.18,52.18
Hedin L,10500,5.13,-71.47,288.53
Hedin V,10500,5.29,-73.85,286.15
Rhaeticus A,10500,1.73,5.18,5.18
Zach J,10500,-57.41,4.67,4.67
Beaumont D,10490,-17.09,26.17,26.17
Fourier G,10490,-29.4,-51.84,308.16
Hommel R,10490,-52.62,32.67,32.67
Nicolai G,10490,-42.9,22.32,22.32
Pons M,10490,-27.18,24.07,24.07
Thales H,10490,60.4,48.13,48.13
Doppelmayer Z,10480,-33.02,-46.52,313.48
Lepaute E,10480,-35.75,-35.06,324.94
Maginus P,10480,-50.7,-11.81,348.19
Rankine,10480,-3.87,71.49,71.49
Zucchius K,10480,-64.27,-58.3,301.7
Maupertuis C,10470,50.3,-24.09,335.91
Scaliger U,10470,-26.76,106.7,106.7
Vieta Y,10470,-30.57,-55.96,304.04
Bettinus D,10460,-65,-46.61,313.39
Cyrillus E,10460,-15.9,25.31,25.31
Lansberg D,10460,-3.01,-30.64,329.36
Pontanus F,10460,-27.88,11.58,11.58
Gauss E,10450,35.35,77.71,77.71
Rutherfurd A,10450,-62.31,-11.99,348.01
Torricelli A,10450,-4.54,29.78,29.78
Vlacq E,10440,-52.09,36.15,36.15
Hommel HA,10430,-52.08,30.55,30.55
Lame F,10430,-13.86,66.47,66.47
Licetus S,10430,-45.28,8.17,8.17
Byrgius U,10420,-25.84,-67.36,292.64
Licetus G,10420,-43.85,1.87,1.87
Plato L,10420,51.64,-4.4,355.6
Torricelli C,10420,-2.71,26.01,26.01
Arnold F,10410,67.55,35.18,35.18
Abbot,10400,5.56,54.74,54.74
Scoresby W,10400,74.38,11.14,11.14
Heaviside E,10390,-10.13,169.2,169.2
Lexell K,10390,-35.98,-6.48,353.52
Longomontanus N,10390,-50.93,-25.86,334.14
Scheiner M,10390,-65.77,-33.45,326.55
Sheepshanks C,10390,57.03,18.09,18.09
Wilhelm X,10390,-40.86,-20.01,339.99
Mercurius J,10380,47.15,58.99,58.99
Demonax C,10370,-80.28,56.29,56.29
Harpalus G,10370,53.63,-52.28,307.72
Rocca S,10370,-10.25,-71.64,288.36
De La Rue Q,10360,61.6,60.86,60.86
Licetus J,10360,-44.27,3.11,3.11
Phocylides S,10360,-55.93,-59.92,300.08
Rothmann W,10360,-30.87,26.57,26.57
Zollner J,10360,-6.2,20.7,20.7
Ansgarius P,10350,-13.06,75.66,75.66
Metius C,10350,-44.22,49.07,49.07
Phillips E,10350,-25.6,68.12,68.12
Pictet F,10350,-42.82,-6.32,353.68
Schluter Z,10350,-2.87,-83.85,276.15
Gassendi O,10340,-21.96,-35.13,324.87
Licetus H,10340,-45.98,3.11,3.11
Neper H,10340,10.41,78.36,78.36
Petermann B,10340,72.77,63.91,63.91
Sundman J,10340,8.84,-90.24,269.76
Gaudibert H,10330,-13.83,36.72,36.72
Lubbock G,10330,-3.71,39.3,39.3
Aliacensis W,10320,-31.9,5.32,5.32
Liebig H,10320,-26.32,-47.41,312.59
Rheita P,10320,-37.95,44.44,44.44
Albategnius K,10310,-9.9,2,2
Capuanus C,10310,-34.88,-25.31,334.69
Condorcet G,10310,10.65,67.97,67.97
Cuvier H,10310,-48.69,8.43,8.43
Kundt,10310,-11.57,-11.57,348.43
Licetus C,10310,-47.56,5.53,5.53
Alfraganus C,10300,-6.13,18.09,18.09
Censorinus D,10300,-1.95,35.86,35.86
Krasnov C,10300,-26.29,-81.47,278.53
Lagalla K,10300,-43.64,-24.38,335.62
Cavendish B,10290,-23.27,-55.19,304.81
Hilbert A,10280,-16.18,109.06,109.06
Lohrmann D,10280,-0.14,-65.27,294.73
Maginus S,10280,-49.82,-1.5,358.5
Sasserides D,10280,-36.78,-6.46,353.54
Zasyadko,10270,3.96,94.19,94.19
Anville,10260,1.84,49.51,49.51
Cusanus E,10250,71.73,73.12,73.12
Schiller K,10250,-46.7,-38.77,321.23
Schiller L,10250,-47.12,-40.23,319.77
Street G,10250,-46.69,-15.13,344.87
Geminus B,10240,34.14,52.11,52.11
Ansgarius N,10230,-11.91,81.18,81.18
Aratus,10230,23.58,4.51,4.51
Klaproth L,10230,-70.12,-36.92,323.08
Beaumont M,10220,-19.43,28.63,28.63
Epimenides B,10220,-41.62,-28.93,331.07
Hagecius S,10220,-59.08,54.87,54.87
Hartwig B,10220,-8.42,-77.56,282.44
Hedin Z,10220,1.91,-79.01,280.99
Apianus B,10210,-27.4,8.99,8.99
Geiger K,10210,-15.89,159.65,159.65
Tacitus A,10210,-17.47,20.46,20.46
Condorcet S,10200,10.67,75.64,75.64
Deluc N,10200,-60.69,0.38,0.38
Nicolai M,10200,-42.52,29,29
Riccius X,10200,-38.84,26.59,26.59
Furnerius T,10190,-37.88,62.93,62.93
Guericke S,10190,-10.36,-13.4,346.6
Weigel E,10190,-56.95,-42.39,317.61
Dollond W,10180,-6.7,14.57,14.57
La Condamine C,10180,52.4,-30.3,329.7
Nonius A,10180,-35.39,5.54,5.54
Raman,10170,26.96,-55.16,304.84
Taruntius F,10160,3.92,40.51,40.51
La Caille G,10150,-20.52,1.97,1.97
Piccolomini O,10150,-26.72,30.54,30.54
Pitiscus A,10150,-50.4,30.92,30.92
Doppelmayer A,10140,-29.84,-43.17,316.83
Euclides C,10140,-13.29,-30.08,329.92
Weinek B,10130,-26.95,38.22,38.22
Apollonius L,10120,6.47,54.57,54.57
Haidinger G,10120,-39.6,-22.66,337.34
Parrot R,10120,-13.53,3.15,3.15
Cysatus J,10110,-63.15,0.67,0.67
Inghirami T,10100,-49.83,-67.97,292.03
Biela G,10090,-56.38,54.09,54.09
Heinsius G,10090,-38.32,-14.61,345.39
Lagalla P,10090,-45.2,-24.45,335.55
Phocylides M,10090,-55.47,-60.58,299.42
Pontanus O,10090,-26.1,14.09,14.09
Aston L,10080,35.47,-86.51,273.49
Fracastorius Z,10080,-24.89,33.55,33.55
Haidinger B,10080,-39.25,-24.48,335.52
Letronne G,10080,-12.69,-46.64,313.36
Patricia,10080,24.91,0.5,0.5
Rabbi Levi T,10080,-36.25,22.35,22.35
Barocius N,10070,-43.2,19.76,19.76
Bela,10070,24.67,2.27,2.27
Struve D,10060,25.34,-73.76,286.24
Abulfeda M,10050,-16.23,12.06,12.06
Pallas A,10050,5.97,-2.35,357.65
Poncelet S,10050,78.72,-56.96,303.04
Street D,10050,-48.88,-12.73,347.27
Mairan D,10040,41,-45.54,314.46
Mee J,10040,-44.49,-40.7,319.3
Littrow F,10030,21.97,34.12,34.12
Mercurius H,10030,49.19,63.48,63.48
Russell E,10030,28.6,-74.58,285.42
Geber C,10020,-22.18,14.88,14.88
Santbech S,10020,-23.53,39.08,39.08
Vendelinus D,10020,-19.05,58.24,58.24
Cleomedes J,10010,26.87,56.96,56.96
Anaximenes E,10000,66.58,-31.46,328.54
Harpalus C,10000,55.59,-45.24,314.76
Chauvenet U,9990,-11.11,135.47,135.47
Krasnov A,9990,-30,-80.52,279.48
Walther R,9990,-35.81,0.34,0.34
Babcock K,9980,1.19,95.14,95.14
Gaudibert J,9980,-11.18,39.16,39.16
Hercules E,9980,45.8,38.7,38.7
Herodotus A,9980,21.52,-52.14,307.86
Lalande C,9980,-5.6,-6.91,353.09
Webb H,9980,-2.15,59.44,59.44
Young S,9980,-43.36,53.88,53.88
Furnerius N,9970,-33.57,60.94,60.94
La Condamine D,9970,53.51,-30.87,329.13
Borda F,9960,-26.19,47.89,47.89
Colombo T,9960,-18.97,45.46,45.46
Plato Y,9960,53.18,-16.31,343.69
Hartwig A,9950,-5.76,-79.86,280.14
Abel K,9940,-34.69,77.46,77.46
Curtius C,9940,-69.36,4.38,4.38
Volkov F,9940,-13.47,134.03,134.03
Abulfeda K,9930,-14.92,10.58,10.58
Blancanus N,9930,-63.26,-25.86,334.14
Naumann,9930,35.38,-62.02,297.98
Noggerath P,9930,-47.69,-41.94,318.06
Behaim N,9920,-16.11,73.55,73.55
Isidorus A,9920,-8.06,33.21,33.21
Neison C,9920,66.94,23.03,23.03
Longomontanus W,9910,-47.13,-21.36,338.64
Yerkes E,9910,15.9,50.67,50.67
Cavalerius K,9900,10.29,-69.38,290.62
Cavalerius L,9900,10.46,-70.25,289.75
Cook G,9900,-18.94,48.69,48.69
Doppelmayer P,9900,-29.09,-42.87,317.13
Goldschmidt B,9900,70.61,-6.78,353.22
Dubyago F,9890,1.89,69.43,69.43
Gemma Frisius K,9890,-37.5,10.92,10.92
Herschel C,9890,-5.01,-3.18,356.82
Deluc T,9880,-55.89,-3.13,356.87
Democritus A,9880,61.61,32.47,32.47
Hesiodus B,9880,-27.16,-17.54,342.46
Metius G,9880,-40.37,45.25,45.25
Longomontanus Q,9870,-52.06,-20.6,339.4
Norman,9870,-11.78,-30.35,329.65
Reiner A,9870,5.13,-51.51,308.49
Macrobius E,9860,18.71,46.81,46.81
Cleostratus L,9850,62.28,-79.3,280.7
Xenophanes C,9850,59.58,-78.95,281.05
Pizzetti C,9840,-33.27,121.68,121.68
Pontanus N,9840,-24.69,13.83,13.83
Tacitus F,9840,-17.09,17.55,17.55
Brewster,9830,23.27,34.69,34.69
Lame N,9830,-12.89,67.13,67.13
Schluter U,9830,-5.06,-90.01,269.99
Weiss B,9830,-31.24,-18.43,341.57
Wohler B,9830,-37.25,30.77,30.77
Mason B,9810,41.84,29.66,29.66
Morozov C,9810,5.57,128.8,128.8
Rosenberger G,9810,-53.99,41.45,41.45
Vieta E,9810,-26.95,-58.25,301.75
Weigel C,9800,-59.61,-42.12,317.88
Epigenes D,9790,68.35,0.15,0.15
Parrot Y,9790,-13.94,0.69,0.69
Wilhelm S,9790,-41.82,-21.83,338.17
Lindenau D,9780,-30.44,24.93,24.93
Pons H,9770,-26.99,22.25,22.25
Wichmann,9770,-7.54,-38.13,321.87
Bode B,9760,8.74,-3.08,356.92
Tannerus N,9760,-55.91,24.12,24.12
Almanon A,9750,-17.79,15.32,15.32
Parrot S,9750,-15.94,3.55,3.55
Fourier N,9740,-33.47,-56.58,303.42
Alpetragius B,9730,-15.13,-6.88,353.12
Curtius H,9730,-69.35,7.99,7.99
Paracelsus H,9730,-25.82,166.34,166.34
Ball B,9720,-36.92,-9.19,350.81
Bombelli,9720,5.28,56.19,56.19
Marconi C,9720,-8.34,146.91,146.91
De Sitter G,9710,78.78,42,42
Kane G,9710,59.25,25.34,25.34
Gemma Frisius Z,9700,-35.2,9.61,9.61
Bayer U,9690,-48.4,-31.4,328.6
Palmieri B,9690,-30.84,-48.32,311.68
Rheita C,9690,-35.17,44.21,44.21
Apianus W,9680,-25.6,7.46,7.46
De Morgan,9680,3.31,14.89,14.89
Hell M,9680,-30.35,-4.77,355.23
Stiborius J,9680,-36.07,35.57,35.57
Wargentin H,9680,-47.47,-60.48,299.52
Aliacensis D,9670,-33.19,6.82,6.82
Delambre B,9670,-1.64,19.64,19.64
Ideler B,9670,-50.78,22.35,22.35
Muller O,9660,-7.89,2.41,2.41
Nearch H,9660,-57.73,40.58,40.58
Jacobi K,9650,-56.98,10.84,10.84
Longomontanus M,9650,-48.61,-23.29,336.71
Pitatus D,9650,-30.9,-12,348
Proclus C,9650,12.94,43.58,43.58
Krafft E,9640,15.91,-71.8,288.2
Lockyer A,9640,-44.12,30.99,30.99
Nielsen,9640,31.8,-51.76,308.24
Regiomontanus B,9640,-29.06,-3.75,356.25
Repsold W,9640,52.6,-79.88,280.12
Rothmann E,9640,-32.94,29.19,29.19
Wollaston,9640,30.6,-46.98,313.02
De Vico S,9630,-19.53,-63.49,296.51
Maurolycus T,9630,-41.34,11.42,11.42
Carpenter W,9620,72.37,-60.24,299.76
Fourier P,9620,-31.12,-55.07,304.93
Huggins A,9620,-40.66,-2.27,357.73
Albategnius T,9610,-12.66,6.06,6.06
Lame K,9610,-13.35,64.14,64.14
Wurzelbauer C,9610,-35.04,-15.1,344.9
Phocylides L,9600,-56.83,-62.55,297.45
Sabatier,9600,13.19,79.01,79.01
Chauvenet L,9590,-13.31,137.78,137.78
Kinau L,9590,-59.31,18.73,18.73
Thebit J,9590,-22.55,-5.53,354.47
De La Rue R,9580,62.09,60.91,60.91
Gauricus C,9580,-35.26,-10.73,349.27
Watt E,9580,-49.7,55.13,55.13
Asclepi C,9570,-53.58,23.55,23.55
Drebbel H,9570,-41.74,-45.47,314.53
Reichenbach S,9570,-27.17,43.2,43.2
Reimarus S,9570,-47.85,62.83,62.83
Endymion L,9560,55.48,71.39,71.39
Legendre M,9560,-28.17,71.61,71.61
Angstrom,9550,29.9,-41.67,318.33
Cavalerius E,9550,7.67,-70.05,289.95
Janssen H,9550,-46.43,41.71,41.71
Apollonius M,9540,4.73,61.77,61.77
Lansberg G,9540,-0.64,-29.48,330.52
Pythagoras P,9540,65.34,-75.6,284.4
Webb F,9540,1.47,61,61
Al-Biruni C,9530,18.42,93.06,93.06
Damoiseau F,9530,-7.89,-62.3,297.7
Gassendi T,9530,-19.05,-35.44,324.56
Mersenius E,9530,-22.51,-46.13,313.87
Maginus V,9520,-49.41,-7.41,352.59
Bayer M,9510,-50.69,-31.19,328.81
Gruemberger C,9510,-65.9,-15.4,344.6
Zollner G,9510,-7.32,20.87,20.87
Mee R,9500,-44.08,-43.44,316.56
Schroter W,9500,4.83,-7.74,352.26
Cleomedes P,9490,24.7,56.2,56.2
Marco Polo K,9490,18.13,-1.5,358.5
Poncelet R,9490,79.33,-58.09,301.91
Riccius S,9490,-37.15,26.47,26.47
Stevinus F,9490,-30.61,52.62,52.62
Petermann S,9480,75.29,62.04,62.04
Pontanus A,9480,-31.15,15.24,15.24
Vitello G,9480,-32.2,-37.67,322.33
Focas U,9470,-32.67,-98.58,261.42
Werner F,9470,-25.79,0.73,0.73
Holden T,9460,-19.02,64.17,64.17
Cassini E,9450,42.98,7.34,7.34
Manzinus N,9450,-69.98,27.47,27.47
Young R,9450,-42.43,55.39,55.39
Godin A,9440,2.67,9.66,9.66
Lindenau G,9440,-33.28,27.3,27.3
Glazenap F,9430,-1.73,139.88,139.88
Lohrmann E,9430,-1.76,-67.59,292.41
Wrottesley A,9430,-23.57,54.93,54.93
Cassini B,9420,40.02,3.87,3.87
Ptolemaeus G,9420,-7.15,0.02,0.02
Stofler M,9420,-41.02,8.09,8.09
Gore,9410,86.18,-62.31,297.69
J. Herschel D,9410,60.47,-38.17,321.83
Parrot O,9410,-16.96,2.54,2.54
Weinek A,9410,-26.95,35.52,35.52
Bayer V,9400,-47.56,-31.76,328.24
Biela F,9400,-56.52,54.85,54.85
Gruithuisen B,9400,35.65,-38.75,321.25
Russell F,9400,28.09,-76.57,283.43
Schiller D,9400,-55.08,-49.36,310.64
Carpenter T,9380,70.28,-58.69,301.31
Plato D,9380,49.69,-14.57,345.43
Simpelius N,9380,-71.36,24.09,24.09
Maginus U,9370,-47.38,-8.21,351.79
Eudoxus D,9360,43.35,13.22,13.22
Hanno F,9360,-52.3,68.22,68.22
Kies B,9360,-28.77,-21.93,338.07
Endymion M,9350,52.69,71.08,71.08
Gemma Frisius Q,9350,-35.83,14.75,14.75
Gerard J,9350,46.82,-88.47,271.53
Lilius R,9350,-54.7,4.31,4.31
Bohnenberger F,9340,-14.71,39.68,39.68
Blancanus G,9330,-63.13,-25.19,334.81
Neander B,9330,-28.26,40.09,40.09
Schickard D,9330,-45.77,-57.72,302.28
Wargentin P,9330,-48.72,-56.74,303.26
Burnham M,9320,-14.12,9.02,9.02
Hell E,9320,-34.63,-6.21,353.79
Posidonius M,9320,34.36,30.01,30.01
Airy H,9310,-18.74,5.69,5.69
Grimaldi C,9310,-2.65,-61.59,298.41
Crile,9300,14.21,45.98,45.98
Jacobi M,9300,-57.96,12.16,12.16
Nasireddin B,9300,-39.47,-1.16,358.84
Flamsteed B,9290,-5.93,-43.81,316.19
Fra Mauro A,9290,-5.47,-20.96,339.04
Luther,9290,33.2,24.15,24.15
Santbech K,9290,-19.23,43.12,43.12
Baco O,9260,-52.12,19.88,19.88
Drebbel L,9260,-40.3,-50.94,309.06
Kinau K,9260,-58.6,18.11,18.11
Lexell G,9260,-37.3,-4.94,355.06
Lilius M,9250,-56.29,2.81,2.81
Maury M,9250,40.86,42.55,42.55
Oken L,9250,-42.79,78.14,78.14
Pythagoras M,9250,67.38,-80.54,279.46
Firmicus F,9240,6.53,61.76,61.76
Hayn M,9240,62.84,66.28,66.28
Lubbock H,9240,-2.67,41.79,41.79
Maginus Q,9240,-50.85,-2.33,357.67
Santbech P,9240,-21.42,40,40
Brayley B,9230,20.73,-34.31,325.69
Desargues K,9230,68.52,-67.69,292.31
Watt A,9230,-50.35,46.41,46.41
Andel F,9220,-8.34,11.08,11.08
Berzelius T,9220,36.25,47.96,47.96
Celsius E,9220,-32.92,20.04,20.04
Moigno C,9220,65.98,29.06,29.06
Shuckburgh E,9220,44.05,57,57
Clairaut H,9210,-49.12,12.11,12.11
Oenopides L,9200,55.55,-61.85,298.15
G. Bond A,9190,31.58,36.87,36.87
Galen,9180,21.95,4.96,4.96
Stofler O,9170,-43.37,1.19,1.19
Schiller J,9160,-49.64,-36.69,323.31
Bessarion D,9150,19.77,-41.73,318.27
Fontenelle M,9150,63.15,-28.86,331.14
Phocylides Z,9150,-50.07,-50.92,309.08
Pingre X,9140,-58.79,-79.15,280.85
Romer M,9140,25.29,34.61,34.61
Gruithuisen P,9130,37.17,-40.57,319.43
Pico E,9130,43.02,-10.31,349.69
Fernelius B,9120,-37.45,4.12,4.12
Firmicus G,9110,6.93,61.9,61.9
Gassendi J,9110,-21.62,-37.1,322.9
Grimaldi H,9110,-4.88,-71.52,288.48
Marinus J,9110,-39.62,70.97,70.97
Snellius X,9110,-27.41,54.95,54.95
Flamsteed C,9100,-5.52,-46.33,313.67
Maskelyne C,9100,1.07,32.67,32.67
Cleostratus M,9090,61.5,-75.2,284.8
Maginus M,9090,-50.4,-9.38,350.62
McClure N,9090,-14.19,52.71,52.71
Mee T,9090,-42.56,-38.31,321.69
Scheiner L,9090,-65.87,-35.22,324.78
Firmicus E,9080,8.08,63.61,63.61
Van Biesbroeck,9080,28.77,-45.59,314.41
Xenophanes M,9080,54.8,-79.62,280.38
Dubyago R,9070,2.52,66.39,66.39
Galvani D,9070,47.33,-88.07,271.93
Phocylides X,9070,-50.52,-50.77,309.23
Webb G,9070,1.67,61.22,61.22
Beer,9060,27.07,-9.1,350.9
Pingre W,9060,-56.46,-71.04,288.96
Plutarch L,9060,25.88,71.64,71.64
Kant N,9050,-9.91,19.71,19.71
Lepaute L,9050,-34.44,-35.32,324.68
Schwabe W,9050,69.62,52.52,52.52
Baco W,9040,-53.39,21.11,21.11
Cysatus H,9040,-66.86,-0.02,359.98
Grimaldi R,9040,-8.5,-71.36,288.64
Klein A,9040,-11.38,2.98,2.98
Anaximander H,9030,65.29,-41.06,318.94
Fracastorius N,9030,-23.28,33.96,33.96
Ukert A,9030,8.72,1.35,1.35
De La Rue P,9020,60.43,61.58,61.58
Piazzi G,9020,-40.23,-64.79,295.21
Rutherfurd D,9020,-63.32,-8.96,351.04
W. Bond F,9020,64.45,9.46,9.46
Walther B,9020,-30.48,-1.43,358.57
Wurzelbauer F,9020,-35.95,-18.25,341.75
Noggerath F,9010,-48.07,-46.96,313.04
Olbers G,9010,8.4,-74.67,285.33
Tacitus C,9010,-13.7,19.79,19.79
Fraunhofer L,9000,-42.1,68.88,68.88
Wilkins E,9000,-28.37,19.42,19.42
Cook B,8990,-17.3,51.64,51.64
Mee K,8990,-44.45,-41.62,318.38
Lexell H,8980,-36.58,-4.88,355.12
Vitello T,8980,-33.81,-39.76,320.24
Gauricus J,8970,-32.34,-12,348
Goodacre B,8970,-31.92,13.64,13.64
Gruithuisen M,8970,36.94,-43.16,316.84
Boole B,8960,63.6,-77.7,282.3
Euctemon N,8960,75.41,32.95,32.95
Santbech H,8960,-20.47,42.88,42.88
Carlini D,8950,32.98,-16.03,343.97
Colombo G,8950,-14.01,43.44,43.44
Meton G,8950,72.76,28.12,28.12
Petermann X,8950,75.02,76.1,76.1
Wurzelbauer Y,8950,-33.13,-17.68,342.32
Capella H,8940,-8.17,37.38,37.38
Feuillee,8940,27.37,-9.46,350.54
Gemma Frisius F,8940,-35.85,10.29,10.29
Capella J,8930,-9.5,36.06,36.06
Neison A,8930,67.36,26.71,26.71
Stiborius B,8930,-37.39,33.5,33.5
Weinek D,8930,-26.01,36.54,36.54
Zucchius F,8930,-60.11,-56.67,303.33
Langrenus S,8920,-6.72,64.79,64.79
Vendelinus K,8920,-13.82,62.44,62.44
Hipparchus F,8910,-4.2,2.47,2.47
Beaumont F,8900,-18.37,26.59,26.59
Plato C,8900,53.37,-19.46,340.54
Riccius Y,8900,-35.85,29.11,29.11
Tacitus S,8900,-14.5,19.09,19.09
Plana G,8890,39.06,22.94,22.94
Purbach F,8890,-24.6,-0.03,359.97
Cardanus M,8880,14.9,-77.31,282.69
Condorcet X,8880,10.12,69.95,69.95
Ganskiy F,8880,-9.66,98.99,98.99
Nearch D,8880,-57.17,38.09,38.09
Palmieri G,8880,-32.58,-47.8,312.2
Pontanus J,8880,-30.09,13.11,13.11
Brackett,8870,17.84,23.54,23.54
Nasmyth G,8870,-49.64,-53.96,306.04
Crozier B,8860,-12.55,52.39,52.39
Rabbi Levi N,8860,-36.51,23.59,23.59
Boussingault D,8850,-63.58,44.81,44.81
Schwabe K,8850,67.7,49.23,49.23
Vogel A,8850,-14.06,5.57,5.57
Fontana H,8840,-13.99,-58.07,301.93
Furnerius X,8840,-33.88,63.46,63.46
Maurolycus J,8840,-42.57,13.94,13.94
Bayer W,8830,-48.04,-33.41,326.59
Censorinus H,8830,-1.84,33.66,33.66
Doppelmayer Y,8830,-33.14,-46.17,313.83
Wurzelbauer P,8830,-35.14,-14.28,345.72
Blancanus F,8820,-65.19,-27.5,332.5
Dubyago Z,8810,3.89,70.93,70.93
Hevelius E,8810,2.96,-65.78,294.22
Neander T,8810,-29.95,38.41,38.41
Elger B,8800,-37.12,-32.1,327.9
Santos-Dumont,8800,27.79,4.75,4.75
Hercules C,8790,42.74,35.36,35.36
Santbech U,8790,-24.03,38.83,38.83
Schomberger K,8790,-79.28,13.56,13.56
Jacobi L,8780,-55.45,15.38,15.38
Rutherfurd E,8780,-62.83,-8.38,351.62
Tacitus E,8780,-13.95,20.13,20.13
Biot D,8770,-24.34,50.35,50.35
Henry N,8770,-26.11,-58.46,301.54
Lilius W,8770,-53.81,8.33,8.33
Deluc V,8760,-61.97,1.59,1.59
La Condamine P,8760,52.93,-23.62,336.38
Schiller M,8760,-48.22,-41.26,318.74
